state	type_with_type	type_with_flowers	flowers_with_type	flowers_with_flowers
18340000	1	0.408398087800733	0.408398087800733	1
18350000	1	0.475599058917174	0.475599058917174	1
18360000	1	0.496465555121546	0.496465555121546	1
18370000	1	0.420333606160352	0.420333606160352	1
18380000	1	0.404088850776378	0.404088850776378	1
18390000	1	0.724714030769526	0.724714030769526	1
18400000	1	0.236642773841121	0.236642773841121	1
18410000	1	0.295905370809727	0.295905370809727	1
18420000	1	0.436117504526896	0.436117504526896	1
18430000	1	0.568455546326534	0.568455546326534	1
18440000	1	0.186977921358832	0.186977921358832	1
18450000	1	0.611515862222253	0.611515862222253	1
18460000	1	0.391454820482172	0.391454820482172	1
18470000	1	0.707126959233149	0.707126959233149	1
18480000	1	0.100620511208274	0.100620511208274	1
18490000	1	0.506983334356295	0.506983334356294	1
18500000	1	0.447979973579846	0.447979973579846	1
18510000	1	0.518641655049306	0.518641655049306	1
18520000	1	0.544108728098847	0.544108728098847	1
18530000	1	0.26730541365415	0.26730541365415	1
18540000	1	0.26337279925566	0.26337279925566	1
18550000	1	0.565525507811963	0.565525507811963	1
18560000	1	0.227152420631173	0.227152420631173	1
18570000	1	0.501564624647421	0.501564624647421	1
18580000	1	0.528832096871615	0.528832096871615	1
18590000	1	0.687936049593642	0.687936049593642	1
18600000	1	0.65289656647521	0.65289656647521	1
18610000	1	0.596009168007032	0.596009168007032	1
18620000	1	0.609698054969928	0.609698054969928	1
18630000	1	0.526107914985412	0.526107914985412	1
18640000	1	0.740260818675016	0.740260818675016	1
18650000	1	0.510518737624538	0.510518737624537	1
18660000	1	0.493253961416944	0.493253961416944	1
18670000	1	0.606195206712951	0.606195206712951	1
18680000	1	0.363805054293897	0.363805054293897	1
18690000	1	0.60453146900161	0.60453146900161	1
18700000	1	0.557102842872968	0.557102842872968	1
18710000	1	0.389912348044346	0.389912348044346	1
18720000	1	0.382253234332033	0.382253234332033	1
18730000	1	0.640012480791463	0.640012480791463	1
18740000	1	0.697389230022488	0.697389230022488	1
18750000	1	0.597774138506309	0.597774138506309	1
18760000	1	0.548635963741534	0.548635963741534	1
18770000	1	0.185296729084629	0.185296729084629	1
18780000	1	0.735689097521886	0.735689097521886	1
18790000	1	0.76188466674147	0.76188466674147	1
18800000	1	0.618758201596859	0.618758201596859	1
18810000	1	0.730379997297284	0.730379997297285	1
18820000	1	0.429163901852855	0.429163901852855	1
18830000	1	0.165301862245588	0.165301862245588	1
18840000	1	0.563796444130124	0.563796444130124	1
18850000	1	0.395056344410042	0.395056344410041	1
18860000	1	0.700061683338103	0.700061683338103	1
18870000	1	0.325254429880979	0.325254429880979	1
18880000	1	0.579076073883416	0.579076073883416	1
18890000	1	0.612699341961612	0.612699341961612	1
18900000	1	0.735769980277493	0.735769980277493	1
18910000	1	0.345562186045969	0.345562186045969	1
18920000	1	0.466088331658631	0.466088331658631	1
18930000	1	0.525725523290706	0.525725523290706	1
18940000	1	0.546945700893088	0.546945700893088	1
18950000	1	0.411731343411834	0.411731343411834	1
18960000	1	0.0837620330154962	0.0837620330154962	1
